Date;Group;Series;Value
29/06/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8052
02/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8039
03/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8058
04/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8074
05/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
06/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
09/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
10/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
11/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
12/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
13/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8127
16/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8117
17/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,812
18/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,812
19/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
20/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8117
23/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8104
24/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
25/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8074
26/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8081
27/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8048
30/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8078
31/07/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
01/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8052
02/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8061
03/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8084
06/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8045
07/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8078
08/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8061
09/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8045
10/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8022
13/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,801
14/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7968
15/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
16/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7918
17/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7911
20/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7971
21/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
22/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
23/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7952
24/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7924
27/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7968
28/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
29/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
30/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
31/08/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7959
03/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7924
04/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
05/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
06/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
07/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
10/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7937
11/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7952
12/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7997
13/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8016
14/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8035
17/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8032
18/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,801
19/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8045
20/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8091
21/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8087
24/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
25/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
26/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8097
27/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8065
28/09/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8094
01/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8117
02/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8104
03/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8091
04/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
05/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
08/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8137
09/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
10/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,814
11/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8153
12/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8173
15/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8187
16/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,813
17/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8143
18/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8147
19/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,812
22/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8114
23/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8097
24/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,81
25/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8087
26/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8104
29/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8117
30/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8107
31/10/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,811
01/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8097
02/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8048
05/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8052
06/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8042
07/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8078
08/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8042
09/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8055
12/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8045
13/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8032
14/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8061
15/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8094
16/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8022
19/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8039
20/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8035
21/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
22/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
23/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
26/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8035
27/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,8016
28/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7971
29/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7952
30/11/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
03/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7971
04/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7915
05/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
06/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
07/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
10/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
11/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
12/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
13/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7908
14/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7915
17/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
18/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7893
19/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7893
20/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7886
21/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
27/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7893
28/12/2007;Currencies against Swedish kronor;1 SEK = ? DKK;0,7871
02/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7911
03/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7918
04/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7955
07/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
08/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
09/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7911
10/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
11/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7937
14/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7911
15/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
16/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7883
17/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7902
18/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7899
21/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7877
22/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7822
23/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7855
24/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7852
25/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
28/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7849
29/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7877
30/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7883
31/01/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7896
01/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7874
04/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
05/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
06/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7874
07/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7918
08/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7896
11/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7908
12/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7915
13/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7946
14/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
15/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7994
18/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8019
19/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
20/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
21/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8013
22/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,801
25/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8006
26/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8016
27/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8013
28/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
29/02/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
03/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7955
04/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7962
05/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7955
06/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7968
07/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
10/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
11/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
12/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
13/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
14/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7893
17/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7865
18/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7883
19/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7908
20/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,793
25/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7921
26/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
27/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7924
28/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7955
31/03/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
01/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7946
02/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
03/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7974
04/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
07/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7959
08/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
09/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7968
10/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
11/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7952
14/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
15/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7924
16/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7937
17/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7946
18/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7918
21/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
22/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7971
23/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8003
24/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8003
25/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7997
28/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7968
29/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7978
30/04/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7968
02/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
05/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7981
06/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7974
07/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8003
08/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,801
09/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8026
12/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8039
13/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8042
14/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8022
15/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8006
16/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7984
19/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,801
20/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8048
21/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8022
22/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7997
23/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8013
26/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8016
27/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,80
28/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8003
29/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7994
30/05/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
02/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7984
03/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7971
04/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,799
05/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,80
09/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7987
10/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,8003
11/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
12/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7962
13/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
16/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7968
17/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7981
18/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7955
19/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7937
23/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
24/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
25/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7915
26/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
27/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7924
30/06/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
01/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7871
02/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7874
03/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7883
04/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
07/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
08/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7908
09/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
10/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7902
11/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7883
14/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
15/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7849
16/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7837
17/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7852
18/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7868
21/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7902
22/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
23/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
24/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
25/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
28/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
29/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
30/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
31/07/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
01/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7915
04/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7871
05/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
06/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7905
07/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7927
08/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
11/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7933
12/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
13/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7946
14/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
15/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7974
18/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7971
19/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
20/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,794
21/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7943
22/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7974
25/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7974
26/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7965
27/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7949
28/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7911
29/08/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7899
01/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7877
02/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
03/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7877
04/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7862
05/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7862
08/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,789
09/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,788
10/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7837
11/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7846
12/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7837
15/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,78
16/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7746
17/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7779
18/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7755
19/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7813
22/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7803
23/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7785
24/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7752
25/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7731
26/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7722
29/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7686
30/09/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7639
01/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7672
02/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7645
03/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7683
06/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7639
07/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,771
08/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7683
09/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7713
10/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7651
13/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7743
14/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7695
15/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7605
16/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7416
17/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7479
20/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7553
21/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7482
22/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7364
23/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7421
24/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,744
27/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7438
28/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7463
29/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,753
30/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7619
31/10/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7541
03/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7567
04/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7544
05/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7508
06/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7405
07/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7446
10/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7435
11/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7449
12/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7386
13/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7334
14/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7438
17/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7438
18/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7348
19/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,735
20/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7254
21/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7225
24/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7125
25/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7252
26/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7231
27/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,722
28/11/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7225
01/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7244
02/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7065
03/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,714
04/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,711
05/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,703
08/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7112
09/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7105
10/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,7062
11/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,705
12/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6995
15/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6964
16/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6812
17/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6707
18/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,675
19/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6821
22/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6828
23/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6803
29/12/2008;Currencies against Swedish kronor;1 SEK = ? DKK;0,6723
