Date;Group;Series;Value
04/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,6888
05/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,6966
06/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7021
07/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7032
08/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7035
11/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7041
12/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7001
13/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7026
14/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7012
15/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7034
18/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7018
19/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,705
20/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7041
22/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7058
25/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7072
26/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,707
27/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7066
28/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7049
29/05/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7088
01/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7137
02/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7146
03/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7169
04/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7127
05/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7171
08/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7178
09/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7154
10/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7152
11/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7116
12/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,709
15/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7061
16/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,709
17/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7076
18/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,71
22/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7065
23/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7079
24/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7093
25/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7089
26/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7127
29/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7116
30/06/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7111
01/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7125
02/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7127
03/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7118
06/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7088
07/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7107
08/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7149
09/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7159
10/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7154
13/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7164
14/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,715
15/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7184
16/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7181
17/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7202
20/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7211
21/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7258
22/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7269
23/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7257
24/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7228
27/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7234
28/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,724
29/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7246
30/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7216
31/07/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7231
03/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7209
04/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7239
05/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7239
06/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7236
07/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7229
10/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7234
11/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7251
12/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7248
13/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7257
14/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7249
17/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7238
18/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7223
19/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7217
20/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7211
21/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7202
24/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7185
25/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7182
26/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7181
27/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7216
28/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7229
31/08/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7238
01/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7215
02/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7201
03/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7212
04/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7184
07/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7184
08/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7182
09/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7162
10/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,719
11/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7176
14/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7163
15/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7144
16/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7147
17/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7151
18/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7148
21/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7163
22/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,714
23/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7125
24/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7065
25/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7009
28/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7025
29/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7053
30/09/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7064
01/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7092
02/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7112
05/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7119
06/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7096
07/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7079
08/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7131
09/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7143
12/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7165
13/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7162
14/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7182
15/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7161
16/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7174
19/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7193
20/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7157
21/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7198
22/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,718
23/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7185
26/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7171
27/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,72
28/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7216
29/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7165
30/10/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7159
02/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7171
03/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7177
04/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,719
05/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7233
06/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7227
09/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7273
10/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,73
11/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7313
12/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7314
13/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7291
16/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7261
17/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7289
18/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7298
19/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,729
20/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7297
23/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7297
24/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7298
25/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7324
26/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7329
27/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7325
30/11/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7326
01/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7292
02/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7251
03/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7245
04/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,725
07/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7239
08/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7301
09/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7264
10/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7263
11/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7258
14/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7278
15/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7284
16/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7316
17/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,732
18/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7344
21/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7309
22/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7363
23/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7353
28/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7395
29/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7363
30/12/2020;Currencies against Swedish kronor;1 SEK = ? DKK;0,7412
04/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7401
05/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7383
07/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7385
08/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7399
11/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7381
12/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7384
13/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7384
14/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,735
15/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7358
18/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7331
19/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7346
20/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7341
21/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7364
22/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7378
25/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7391
26/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7385
27/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7368
28/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7339
29/01/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7344
01/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7332
02/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7329
03/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7354
04/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7356
05/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7349
08/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7362
09/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7351
10/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7396
11/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7371
12/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7367
15/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7405
16/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7405
17/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7406
18/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7417
19/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7394
22/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7404
23/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7377
24/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7384
25/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,739
26/02/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7363
01/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7311
02/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7319
03/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7337
04/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7321
05/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7302
08/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7309
09/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,732
10/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,734
11/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7363
12/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7333
15/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7318
16/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7324
17/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,734
18/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7338
19/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7332
22/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7298
23/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7307
24/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7297
25/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7305
26/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,73
29/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7287
30/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7267
31/03/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7265
01/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7247
06/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7235
07/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7267
08/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7276
09/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7308
12/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7307
13/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7289
14/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7323
15/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7345
16/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7359
19/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,736
20/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,736
21/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7326
22/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7351
23/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7343
26/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7344
27/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7345
28/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7343
29/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7352
30/04/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7324
03/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7314
04/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7315
05/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7296
06/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,73
07/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7324
10/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7353
11/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7337
12/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,736
14/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7327
17/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7338
18/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7345
19/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7338
20/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,732
21/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7327
24/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7335
25/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7338
26/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7336
27/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7333
28/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7356
31/05/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,734
01/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7346
02/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7363
03/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7359
04/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7361
07/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7383
08/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7389
09/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7379
10/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7386
11/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7404
14/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7382
15/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7373
16/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7357
17/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7317
18/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,73
21/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7265
22/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7308
23/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,735
24/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7353
28/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7351
29/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,732
30/06/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7344
01/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7329
02/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7313
05/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7328
06/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7337
07/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7329
08/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7296
09/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7306
12/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7297
13/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7312
14/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7291
15/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7277
16/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7261
19/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7245
20/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7259
21/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7248
22/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7261
23/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7273
26/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7276
27/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7295
28/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7294
29/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7299
30/07/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7307
02/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7289
03/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7294
04/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7295
05/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7299
06/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7296
09/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7298
10/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7278
11/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7276
12/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7296
13/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7294
16/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7291
17/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7295
18/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7264
19/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7264
20/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7216
23/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7226
24/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7276
25/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,729
26/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7268
27/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7264
30/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7291
31/08/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7319
01/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7296
02/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7299
03/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7311
06/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7313
07/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7322
08/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7305
09/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7293
10/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7306
13/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7295
14/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7324
15/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7324
16/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7332
17/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7331
20/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7286
21/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7309
22/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7311
23/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7325
24/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7336
27/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7326
28/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,73
29/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7299
30/09/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,729
01/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7313
04/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7322
05/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7335
06/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7322
07/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7325
08/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7327
11/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7365
12/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7345
13/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7345
14/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7404
15/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7429
18/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7429
19/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7421
20/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7426
21/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7437
22/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7451
25/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7444
26/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7442
27/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7451
28/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,7467
29/10/2021;Currencies against Swedish kronor;1 SEK = ? DKK;0,748
